LAT,LON,YEAR,MO,DY,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
-37.82549,144.98161,2019,1,27,48.64,9.68,28.91,15.47,20.89,2.9,1.89,5.82,4.8,4.62,3.67
-37.82549,144.98161,2019,1,28,42.78,9.77,34.4,14.26,23.15,1.15,0.98,5.91,4.64,3.29,2.54
-37.82549,144.98161,2019,1,29,44.11,11.73,35.25,16.33,24.78,0.56,0.26,7.92,6.18,5.03,3.87
-37.82549,144.98161,2019,1,30,42.76,13.32,37.75,16.58,27.06,1.25,0.76,10.67,8,5.47,3.94
-37.82549,144.98161,2019,1,31,57.88,9.41,22.36,13.02,17.75,7.33,5.23,9.74,8.68,8.72,7.01
-37.82549,144.98161,2019,2,1,49.39,6.49,24.3,11.38,17.18,4.99,2.9,8.47,7,7.14,5.52
-37.82549,144.98161,2019,2,2,48.15,12.64,35.1,13.36,24.28,2.32,1.37,7.88,6.34,4.73,3.46
-37.82549,144.98161,2019,2,3,40.29,12.04,38.47,17.7,26.69,2.47,1.57,9.15,7.62,6.28,4.78
-37.82549,144.98161,2019,2,4,67.62,13.32,23.95,15.5,19.37,4.28,3.33,9.2,7.49,7.15,6.03
-37.82549,144.98161,2019,2,5,65.02,14.01,27.43,15.08,20.72,2.72,3.02,8.07,5.96,5.57,4.4
-37.82549,144.98161,2019,2,6,60.88,17.14,32.23,17.99,25.1,0.48,0.42,5.35,4.01,3.5,2.39
-37.82549,144.98161,2019,2,7,65.22,17.23,30.49,18.72,24.04,2.24,1.7,5.1,3.95,3.92,2.94
-37.82549,144.98161,2019,2,8,61.95,12.37,25.73,14.07,19.78,4.44,3.68,6.23,5.28,5.28,4.43
-37.82549,144.98161,2019,2,9,58.95,7.26,19.12,11.78,15.16,5.05,3.61,13.3,10.61,9.13,6.94
-37.82549,144.98161,2019,2,10,61.71,9.72,24.02,10.43,17.04,1.08,0.67,5.97,4.91,4.46,3.26
-37.82549,144.98161,2019,2,11,60.45,12.61,26.31,13.58,20.43,0.8,0.63,9.14,7.12,6.48,4.65
-37.82549,144.98161,2019,2,12,61.55,8.57,18.72,10.34,15.87,8.08,4.87,13.65,10.68,10.06,7.51
-37.82549,144.98161,2019,2,13,56.06,5.24,19.39,9.02,13.81,3.93,2.42,8.91,7.29,6.76,5.06
-37.82549,144.98161,2019,2,14,58.06,8.44,24.46,9.36,16.67,3.73,2.57,6.53,4.94,4.94,3.63
-37.82549,144.98161,2019,2,15,67.06,12.19,25.12,13.94,18.32,2.09,1.85,5.89,5.05,3.84,3.13
-37.82549,144.98161,2019,2,16,62.17,12.91,29.8,14.32,20.29,0.33,0.22,6.53,5.57,3.39,2.67
-37.82549,144.98161,2019,2,17,52.9,11.79,30.17,14.02,21.76,1.48,1.3,4.82,4.07,3.18,2.29
-37.82549,144.98161,2019,2,18,52.24,11.29,28.62,14.22,21.43,4.78,2.73,9.44,8.42,6.67,4.98
-37.82549,144.98161,2019,2,19,53.4,6.93,21.39,12.03,16.39,3.5,2.04,6.94,5.67,5.98,4.61
-37.82549,144.98161,2019,2,20,58.03,8.83,24.26,10.58,17.08,2.98,1.82,7.19,6.22,5.19,4.05
-37.82549,144.98161,2019,2,21,61.7,9.39,22.13,12.06,16.7,5.24,2.99,7.63,6.66,6.31,4.91
-37.82549,144.98161,2019,2,22,64.63,10.63,23.31,13.18,17.27,4.65,3.51,7.44,6.77,6.26,4.94
-37.82549,144.98161,2019,2,23,58.6,10.79,26.08,13.58,19,4.02,3.43,6.99,5.87,5.79,4.34
-37.82549,144.98161,2019,2,24,42.07,9.44,33.15,12.88,23.07,1.33,1.05,6.61,5.41,4.23,2.92
-37.82549,144.98161,2019,2,25,29.8,6.28,33.98,17.65,25.29,0.92,0.54,10.1,8.22,5.27,3.66
-37.82549,144.98161,2019,2,26,53.04,10.68,26.96,13.82,20.53,3.55,2.65,7.34,6.99,5.56,4.4
-37.82549,144.98161,2019,2,27,50.62,10.71,32.08,11.5,21.34,0.65,0.41,5.55,3.63,3.23,2.3
-37.82549,144.98161,2019,2,28,32.51,9.59,35.97,19.14,27.62,3.06,1.89,11.64,9.08,7.66,5.12
-37.82549,144.98161,2019,3,1,28.79,9.52,37.2,22.88,29.62,3.18,2.43,8.74,6.88,6.57,4.37
-37.82549,144.98161,2019,3,2,31.75,9.67,35.66,21.26,28.11,4.69,2.73,9.99,7.75,7.38,4.87
-37.82549,144.98161,2019,3,3,34.25,10.77,35.22,19.85,28.06,2.54,1.68,10.8,8.3,7.37,5.05
-37.82549,144.98161,2019,3,4,59.44,13.61,30.53,16.71,21.76,0.25,0.66,5.42,4.39,3.46,3
-37.82549,144.98161,2019,3,5,59.05,13.15,29.62,15.94,21.38,0.69,0.4,6.9,5.59,4.09,3.11
-37.82549,144.98161,2019,3,6,58.6,6.1,17.83,10.5,14.03,5.66,3.12,10.28,8.47,8.39,6.47
-37.82549,144.98161,2019,3,7,43.42,3.49,23.31,9.17,15.99,0.38,0.09,5.37,3.1,2.56,1.61
-37.82549,144.98161,2019,3,8,32.98,2.06,24.95,12.64,18.8,2.58,1.95,7.13,5.75,5.3,3.55
-37.82549,144.98161,2019,3,9,47.45,8.79,27.97,15.11,20.34,0.33,0.29,6.03,4.87,2.77,2.18
-37.82549,144.98161,2019,3,10,55.81,10.75,25.73,14.42,19.77,0.7,0.53,8.7,6.99,5.03,3.68
-37.82549,144.98161,2019,3,11,64.23,12.1,25.76,14.3,18.91,2.82,1.69,5.72,4.59,4.31,3.2
-37.82549,144.98161,2019,3,12,60.52,7.79,20.22,11.23,15.31,3.96,2.84,10.34,8.39,7.32,5.48
-37.82549,144.98161,2019,3,13,61.19,6.59,19.28,9.95,13.87,2.99,2.08,5.2,4.66,4.16,3.1
-37.82549,144.98161,2019,3,14,59.01,7.72,22.46,10.15,15.64,4.05,2.56,5.9,5.16,5.09,3.68
-37.82549,144.98161,2019,3,15,69.51,10.79,22.79,11.43,16.3,4.45,2.72,7.3,6.47,5.84,4.5
-37.82549,144.98161,2019,3,16,57.55,11.14,28.98,12.13,19.68,0.71,0.45,6.41,3.97,4,2.68
-37.82549,144.98161,2019,3,17,63.34,13.48,28.68,15.05,20.59,1.1,0.85,6.12,5.04,3.64,2.76
-37.82549,144.98161,2019,3,18,69.32,14.31,27.52,14.03,20,4.02,2.49,6.89,5.59,5.14,3.77
-37.82549,144.98161,2019,3,19,78.06,15.69,25.94,15.45,19.56,3.03,2.72,6.94,6.05,4.97,3.92
-37.82549,144.98161,2019,3,20,75.69,15.91,27.09,16.3,20.27,2.29,2.15,6.25,5.36,4.46,3.38
-37.82549,144.98161,2019,3,21,77.36,16.26,26.52,16.22,20.3,1.7,1.72,6,5.06,3.97,3.04
-37.82549,144.98161,2019,3,22,60.73,15.07,30.75,17.08,22.95,0.57,0.52,7.19,3.85,3.14,1.92
-37.82549,144.98161,2019,3,23,57.37,14.05,30.69,17.2,22.82,2.04,1.56,11.52,9.01,7.4,5.37
-37.82549,144.98161,2019,3,24,63.82,14.49,28.21,16.03,21.52,0.77,0.49,15.18,11.1,7.61,5.63
-37.82549,144.98161,2019,3,25,53.91,5.69,19.6,10.1,14.91,8.32,5.11,14.25,11.46,11.59,8.55
-37.82549,144.98161,2019,3,26,57.51,6.07,20.54,9.87,14.3,2.97,1.96,9.52,7.74,7.32,5.38
-37.82549,144.98161,2019,3,27,54.45,6.52,22.98,10.34,15.64,0.28,0.13,4.95,3.01,1.85,1.33
-37.82549,144.98161,2019,3,28,37.49,4.42,27.29,12.26,19.39,2.12,1.37,6.98,5.09,5.52,3.63
-37.82549,144.98161,2019,3,29,40.71,5.55,28.37,10.7,19.31,5.92,3.79,15.8,11.85,10.21,7.38
-37.82549,144.98161,2019,3,30,72.45,6.01,13.48,8.65,10.71,5.98,4.5,11.06,9.1,8.52,6.57
-37.82549,144.98161,2019,3,31,81.84,10.4,18.39,9.06,13.42,5.22,2.87,8.44,6.23,7.04,5.06
-37.82549,144.98161,2019,4,1,67.58,7.53,19.38,9.47,13.33,1.59,1.52,5.36,3.64,3.51,2.5
-37.82549,144.98161,2019,4,2,57.49,7.78,24.86,8.4,16.11,2.39,1.69,6.75,5.29,4.79,3.27
-37.82549,144.98161,2019,4,3,63.91,9.91,23.29,12.79,16.69,4.52,3.47,7.54,5.69,6.14,4.37
-37.82549,144.98161,2019,4,4,64.5,10.08,24.2,10.7,16.72,0.52,0.31,5.15,3.29,3.3,2.26
-37.82549,144.98161,2019,4,5,55.66,11.61,26.52,13.73,20.73,5.03,2.97,15.44,10.73,10.25,7.03
-37.82549,144.98161,2019,4,6,60.2,9.41,22.25,11.55,17.12,2.29,1.63,12.39,8.25,5.19,3.78
-37.82549,144.98161,2019,4,7,52.91,7.28,24.69,9.72,16.92,1.45,1.07,10.99,8.31,7.03,4.78
-37.82549,144.98161,2019,4,8,71.99,10.83,21.21,11.16,15.8,4.15,2.68,10.25,7.91,7.35,5.07
-37.82549,144.98161,2019,4,9,69.43,6.43,15.63,8.2,11.78,5.63,3.22,8.87,6.78,7.46,5.28
-37.82549,144.98161,2019,4,10,72.23,6.67,16.11,7.62,11.44,4.39,3.05,5.83,4.37,5.2,3.56
-37.82549,144.98161,2019,4,11,68.78,6.85,18.15,8.82,12.36,1.76,1.86,5.52,3.87,3.77,2.67
-37.82549,144.98161,2019,4,12,53.62,5.53,23.79,7.45,14.82,1.79,1.35,6.03,4.79,3.76,2.74
-37.82549,144.98161,2019,4,13,71.45,9.51,20.35,10.68,14.54,0.41,0.35,5.36,3.02,3.23,2.19
-37.82549,144.98161,2019,4,14,70.61,10.66,23.67,9.65,15.92,0.68,0.71,5.31,3.14,3.55,2.4
-37.82549,144.98161,2019,4,15,60.12,10.81,25.99,11.81,18.61,2.45,1.74,6.17,4.65,4.51,3
-37.82549,144.98161,2019,4,16,43.17,8.43,29.15,15.86,21.52,6.61,3.3,9.35,7,7.92,5.03
-37.82549,144.98161,2019,4,17,43.74,9.21,28.55,17.03,22.16,5.91,3.38,13.21,10.23,10.32,7.23
-37.82549,144.98161,2019,4,18,56.3,6.03,18.38,11.02,14.58,4.79,3.21,8.7,6.82,6,4.57
-37.82549,144.98161,2019,4,19,60.76,7.62,22.51,9.32,15.08,0.55,0.3,6.26,3.68,3.01,2.02
-37.82549,144.98161,2019,4,20,40.45,5.53,29.24,11.39,19.39,2.06,1.42,7.82,4.04,4.52,2.91
-37.82549,144.98161,2019,4,21,56.32,10.69,25.34,14.61,19.55,3.92,2.22,9.37,7.13,7.19,4.83
-37.82549,144.98161,2019,4,22,74.58,9.66,18.06,11.64,14.06,3.76,2.43,5.85,4.83,5.04,3.77
-37.82549,144.98161,2019,4,23,76.47,9.92,19.29,10.83,13.94,2.11,2.18,6.03,4.91,4.3,3.21
-37.82549,144.98161,2019,4,24,74.33,10.82,22.63,11.6,15.3,0.5,0.56,4.97,3.46,3.49,2.33
-37.82549,144.98161,2019,4,25,65.7,8.33,21.31,9.14,14.61,3.58,2.26,8.8,5.51,5.57,3.72
-37.82549,144.98161,2019,4,26,62,5.26,14.59,7.54,12.27,6.44,3.68,11.74,9.37,9.61,6.91
-37.82549,144.98161,2019,4,27,68.02,5.25,15.95,6.5,10.86,5.97,3.48,7.71,6.27,6.74,4.62
-37.82549,144.98161,2019,4,28,72.57,8.38,17.11,9.68,13.14,4.84,2.81,8.43,6.72,7,4.8
-37.82549,144.98161,2019,4,29,70.68,6.99,17.79,8.73,12.09,0.44,0.22,5.77,3.32,2.55,1.66
-37.82549,144.98161,2019,4,30,51.39,4.15,19.8,7.17,14.01,6.08,3.56,10.46,8.02,8.4,5.51
-37.82549,144.98161,2019,5,1,65.18,11.01,21.13,15.06,17.53,8.38,5.06,12.26,9.37,10.09,6.88
-37.82549,144.98161,2019,5,2,71.7,11.75,21.09,13.62,16.81,4.63,2.54,13.13,8.8,8.29,5.58
-37.82549,144.98161,2019,5,3,64.74,7.1,19.21,9.4,13.54,3.7,2.42,7.37,5.73,5.7,3.78
-37.82549,144.98161,2019,5,4,80.03,8.99,15.03,10.85,12.31,6.66,4.05,8.89,7.33,7.62,5.31
-37.82549,144.98161,2019,5,5,80.88,9.28,16.06,10.37,12.46,4.38,3,6.8,4.79,5.59,3.81
-37.82549,144.98161,2019,5,6,75.88,7.63,16.04,9.26,11.7,1.16,0.82,5.3,3.98,4.19,2.89
-37.82549,144.98161,2019,5,7,67.86,6.25,18.4,6.65,11.93,0.38,0.32,10.19,7.78,6.8,4.82
-37.82549,144.98161,2019,5,8,79.13,7.74,14.89,7.77,11.2,5.37,3.08,10.17,8.19,7.81,5.51
-37.82549,144.98161,2019,5,9,66.99,5.4,16.08,7.52,11.25,2.97,1.61,14.45,11.38,9.27,6.38
-37.82549,144.98161,2019,5,10,87.37,7.85,11.88,7.66,9.87,1.3,1.04,11.95,9.36,7.35,5.41
-37.82549,144.98161,2019,5,11,84.84,8.22,16.2,6.83,10.67,5.62,3.02,8.84,6.37,6.71,4.34
-37.82549,144.98161,2019,5,12,80.32,8.55,17.39,7.82,11.81,2.96,1.71,6.29,4.57,5.01,3.32
-37.82549,144.98161,2019,5,13,76.83,7.55,17.4,7.01,11.43,6.29,3.7,8.2,6.68,7.27,4.76
-37.82549,144.98161,2019,5,14,75.59,8.1,18.74,7.5,12.24,3.06,2.09,7.67,4.72,5.45,3.59
-37.82549,144.98161,2019,5,15,85.72,9.01,16.35,8.61,11.32,1.66,1.11,4.12,2.75,3.11,2.25
-37.82549,144.98161,2019,5,16,77.41,7.46,16.22,8.05,11.23,0.12,0.08,3.08,2.15,1.23,0.89
-37.82549,144.98161,2019,5,17,73.37,6.67,18.34,5.37,11.21,1.09,0.68,4.83,2.96,2.78,1.96
-37.82549,144.98161,2019,5,18,64.86,6.31,19.79,7.91,12.68,0.37,0.22,3.63,2.55,2,1.44
-37.82549,144.98161,2019,5,19,66.08,7.28,20.95,9.1,13.42,4.05,2.56,8.03,5.83,6.54,4.07
-37.82549,144.98161,2019,5,20,80.1,10.31,18.6,10.38,13.66,6.39,3.62,11.72,9.01,8.65,5.83
-37.82549,144.98161,2019,5,21,81.39,9.02,16.92,9.02,12.09,4.82,2.45,6.6,4.63,5.69,3.54
-37.82549,144.98161,2019,5,22,71.17,7.92,20.08,8.07,12.96,1.43,0.86,6.44,3.69,4.31,2.77
-37.82549,144.98161,2019,5,23,61.91,6.69,20.83,8.04,13.8,5.8,3.39,11.21,7.6,8.48,5.63
-37.82549,144.98161,2019,5,24,73.66,9.81,17.59,11.94,14.4,7.54,5.01,12.44,9.19,10.01,6.98
-37.82549,144.98161,2019,5,25,77.8,9.73,18.15,10.08,13.5,6.27,3.89,10.13,7.83,7.9,5.36
-37.82549,144.98161,2019,5,26,78.01,6.44,14.03,6.36,10.07,6.91,4.49,14.07,10.36,9.9,7.17
-37.82549,144.98161,2019,5,27,82.65,5.18,10.98,5.81,7.95,8.05,4.96,13.69,10.54,10.5,7.37
-37.82549,144.98161,2019,5,28,89.24,7.61,12.94,5.71,9.31,8.29,5.48,12.18,8.54,10.41,7.41
-37.82549,144.98161,2019,5,29,86.19,5.02,8.75,5.68,7.19,7.41,5.15,13.03,10.02,10.22,7.46
-37.82549,144.98161,2019,5,30,84.96,5.87,11.21,5.76,8.26,7.18,4.64,8.57,6.74,7.92,5.53
-37.82549,144.98161,2019,5,31,91.44,9.58,12.28,9.5,10.94,6.21,4.04,8.52,6.66,7.37,5.01
-37.82549,144.98161,2019,6,1,87.17,9.27,13.22,9.91,11.34,3.47,1.98,7.28,4.53,5.65,3.64
-37.82549,144.98161,2019,6,2,87.93,7.9,13.36,7.71,9.82,2.76,1.7,5.97,4.47,4.46,3.13
-37.82549,144.98161,2019,6,3,89.14,6.8,9.8,7,8.5,6.28,4.44,11.34,8.95,9.54,6.97
-37.82549,144.98161,2019,6,4,80.24,5.19,11.62,6.7,8.38,6.74,3.88,8.67,6.93,7.8,5.22
-37.82549,144.98161,2019,6,5,79.72,6.12,12.06,7.58,9.43,5.54,3.5,7.2,5.22,6.37,4.26
-37.82549,144.98161,2019,6,6,91.43,9.12,13.52,7.91,10.48,3.79,2.22,6.72,5.14,5.41,3.49
-37.82549,144.98161,2019,6,7,83.06,7.83,15.49,6.19,10.59,1.31,0.89,5.64,3.33,2.74,1.79
-37.82549,144.98161,2019,6,8,74.93,5.09,16.39,4.72,9.27,5.24,2.85,8.6,6.57,6.72,4.23
-37.82549,144.98161,2019,6,9,79.74,7.3,16.3,5.47,10.64,6.73,3.87,9.26,7.11,7.79,5.1
-37.82549,144.98161,2019,6,10,82.07,9.47,15.78,8.81,12.43,6.56,3.38,12.73,9.04,9.7,6.62
-37.82549,144.98161,2019,6,11,79.38,7.28,16.63,6.23,10.68,5.17,3.2,8.93,6.52,7.03,4.55
-37.82549,144.98161,2019,6,12,86.2,9.95,14.85,9.51,12.19,5.96,3.37,11.95,8.79,9.57,6.56
-37.82549,144.98161,2019,6,13,86.65,7.95,14.56,6.68,10.09,5.16,2.93,9.45,7.32,6.6,4.31
-37.82549,144.98161,2019,6,14,88.3,8.37,14.69,7.45,10.23,4.27,2.69,8.24,6.29,6.35,4.01
-37.82549,144.98161,2019,6,15,85.38,6.96,13.83,5.62,9.29,0.29,0.23,5.01,3.29,3.35,2.33
-37.82549,144.98161,2019,6,16,87.55,7.84,14.4,6.85,9.83,1.95,1.19,4.96,3.3,3.77,2.46
-37.82549,144.98161,2019,6,17,78.32,5.92,15.06,6.42,9.48,3.52,2.39,7.75,4.98,5.39,3.53
-37.82549,144.98161,2019,6,18,84.32,5.45,11.14,4.79,7.94,6.28,3.72,9.08,6.28,7.33,5.02
-37.82549,144.98161,2019,6,19,86.65,4.75,10.62,4.64,6.84,2.97,2.03,6.41,4.41,4.87,3.3
-37.82549,144.98161,2019,6,20,91.05,5.07,8.81,4.81,6.45,2.85,1.95,5.56,3.45,3.97,2.62
-37.82549,144.98161,2019,6,21,90.36,5.79,10.12,5.54,7.29,5.1,2.95,6.06,4.88,5.41,3.52
-37.82549,144.98161,2019,6,22,89.31,5.41,10.61,4.99,7.07,3.21,2.09,5.2,3.9,4.31,2.94
-37.82549,144.98161,2019,6,23,87.57,4.85,11.28,4.11,6.78,1.06,0.81,3.4,2.94,2.59,1.88
-37.82549,144.98161,2019,6,24,75.42,2.38,13.79,1.54,6.38,0.44,0.4,4.56,2.99,2.78,2.04
-37.82549,144.98161,2019,6,25,79.23,4.14,14.93,2.37,7.49,3.13,1.9,6.24,4.23,4.83,3.18
-37.82549,144.98161,2019,6,26,80.69,5.34,15.94,3.47,8.46,3.27,2.32,6.26,3.59,4.79,3.1
-37.82549,144.98161,2019,6,27,86.42,6.61,15.07,4.92,8.76,6.58,3.75,9.49,7.4,7.88,5.02
-37.82549,144.98161,2019,6,28,80.76,7.84,15.73,6.67,11,8.27,5.06,11.21,8.37,9.43,6.36
-37.82549,144.98161,2019,6,29,85.64,9.15,13.98,8.5,11.48,10.14,7,16.06,12.28,12.57,9.21
-37.82549,144.98161,2019,6,30,79.9,5.37,11.86,6.43,8.63,8.49,5.43,10.5,8.36,9.53,6.63
-37.82549,144.98161,2019,7,1,72.35,3.26,12.02,4.88,7.89,8.45,5.74,12.69,9.82,10.63,7.74
-37.82549,144.98161,2019,7,2,82.22,5.7,14.35,4.53,8.55,3.95,2.52,11.25,8.12,7.35,5.28
-37.82549,144.98161,2019,7,3,90.87,7.08,13.26,5.45,8.51,2.95,2.39,5.42,3.29,4.47,2.82
-37.82549,144.98161,2019,7,4,90.71,6.02,12.8,5.24,7.46,1.55,1.36,4.87,2.93,3.24,2.26
-37.82549,144.98161,2019,7,5,84.01,6.4,16.25,4.23,8.95,2.42,1.53,4.43,3.06,3.33,2.33
-37.82549,144.98161,2019,7,6,84.21,7.26,16.02,5.88,9.8,4.47,2.7,7.99,6.02,6.17,3.87
-37.82549,144.98161,2019,7,7,85.13,8.44,16.26,7.27,10.84,5.98,3.25,8.63,6.62,6.88,4.31
-37.82549,144.98161,2019,7,8,90.07,7.63,13.32,6.15,9.19,5.02,2.93,6.6,5.24,5.81,3.78
-37.82549,144.98161,2019,7,9,89.72,6.61,12.85,4.71,8.22,4.72,2.5,8.18,5.35,6.18,4.02
-37.82549,144.98161,2019,7,10,75.03,5.61,12.78,6.91,9.78,7.81,5.19,18.29,13.62,13.02,9.58
-37.82549,144.98161,2019,7,11,81.96,6.04,11.91,6.81,8.95,9.53,5.7,13,10,11.41,8.06
-37.82549,144.98161,2019,7,12,85.18,7.23,12.16,5.5,9.6,9.02,5.65,13.67,10.04,11.32,8.1
-37.82549,144.98161,2019,7,13,85.65,4.13,9.18,3.8,6.37,7.25,4.15,11.42,8.85,9.97,6.95
-37.82549,144.98161,2019,7,14,89.09,5.98,11.19,3.62,7.68,7.44,4.45,13.48,9.62,11.07,7.85
-37.82549,144.98161,2019,7,15,89.56,8.2,12.18,7.33,9.86,7.45,4.76,12.06,8.62,8.79,5.98
-37.82549,144.98161,2019,7,16,87.11,7.76,12.76,7.29,9.82,6.83,3.75,8.36,6.47,7.71,5.05
-37.82549,144.98161,2019,7,17,88.75,6.88,12.42,5.79,8.65,6.83,4.28,9.43,7.08,8.13,5.29
-37.82549,144.98161,2019,7,18,79.85,5.52,12.67,5.58,8.79,4.15,2.84,9.82,6.72,7.36,4.93
-37.82549,144.98161,2019,7,19,84.68,6.83,13.11,6.34,9.28,3.66,2.05,9.78,6.46,5.51,3.45
-37.82549,144.98161,2019,7,20,77.9,5.56,14.08,5.67,9.19,7.22,4.21,13.73,9.8,10.19,7.3
-37.82549,144.98161,2019,7,21,68.89,4,13.67,5.52,9.37,4.89,2.6,14.66,10.75,8.69,6.05
-37.82549,144.98161,2019,7,22,68.95,3.7,13.93,4.85,9.04,7.51,4.42,14.42,10.3,11,7.86
-37.82549,144.98161,2019,7,23,79.34,5.96,12.05,6.91,9.34,8.26,5.3,14.3,10.43,10.85,7.82
-37.82549,144.98161,2019,7,24,86.12,5.81,13.05,3.79,8,5.62,3.05,7.51,5.8,6.65,4.26
-37.82549,144.98161,2019,7,25,81.5,6.88,14.24,6.32,9.89,5.77,3.4,8.29,5.92,7.2,4.72
-37.82549,144.98161,2019,7,26,87.28,7.48,12.28,8,9.5,1.19,0.81,8.69,6.13,4.7,3.33
-37.82549,144.98161,2019,7,27,89.09,7.63,12.41,7.06,9.35,1.2,0.85,6.45,4.81,3.26,2.24
-37.82549,144.98161,2019,7,28,80.41,5.69,13.54,5.51,8.87,1.42,1.1,3.56,2.56,2.55,1.77
-37.82549,144.98161,2019,7,29,85.15,6.9,13.07,6.63,9.27,2.56,1.68,6.28,4.35,4.31,2.86
-37.82549,144.98161,2019,7,30,80.67,4,10.76,3.76,7.09,4.87,2.96,6.1,4.73,5.52,3.67
-37.82549,144.98161,2019,7,31,83.8,4.6,12.15,3.53,7.16,1.54,1.38,4.66,2.76,2.96,2.04
-37.82549,144.98161,2019,8,1,84.79,5.91,12.21,5.54,8.33,2.37,1.58,5.42,4.07,4.32,2.83
-37.82549,144.98161,2019,8,2,84.68,6.07,12.74,5.27,8.51,3.4,2.36,6.34,3.59,4.5,2.92
-37.82549,144.98161,2019,8,3,89.4,7.13,13.43,4.96,8.8,4.73,2.62,7.36,5.72,6.13,3.89
-37.82549,144.98161,2019,8,4,84.66,6.47,12.35,6.63,8.91,1.06,0.62,4.44,2.53,2.37,1.6
-37.82549,144.98161,2019,8,5,77.21,4.83,14.15,5.04,8.56,4.6,2.72,8.81,5.53,6.02,3.88
-37.82549,144.98161,2019,8,6,72.71,3.79,12.86,4.86,8.36,7.77,5.17,11.03,8.7,9.2,6.51
-37.82549,144.98161,2019,8,7,80.38,5.28,11.92,5.44,8.45,1.93,0.87,7.47,4.84,4.78,3.19
-37.82549,144.98161,2019,8,8,82.96,4.76,10.01,5.55,7.46,4.17,2.48,15.03,11.16,9.06,6.7
-37.82549,144.98161,2019,8,9,84.49,3.99,8.08,3.62,6.43,6.29,3.87,18.13,13.71,12.18,8.91
-37.82549,144.98161,2019,8,10,89.01,4.74,10.18,3.36,6.45,6.52,3.93,11.19,8.88,9.09,6.62
-37.82549,144.98161,2019,8,11,89.55,5.73,10.57,4.44,7.36,7.84,5.68,11.22,8.79,9.03,6.68
-37.82549,144.98161,2019,8,12,84.2,5.36,11.22,5.37,7.87,4.92,2.84,8.07,5.67,6.14,4.33
-37.82549,144.98161,2019,8,13,91.38,7.1,12.37,5.19,8.44,1.55,1.08,5.93,4.07,3.91,2.61
-37.82549,144.98161,2019,8,14,83.62,5.71,12.95,4.71,8.32,2.43,1.65,8.21,4.99,4.9,3.21
-37.82549,144.98161,2019,8,15,66.81,3.15,14.91,3.87,8.93,8.87,4.92,11.41,8.97,10.2,7.12
-37.82549,144.98161,2019,8,16,73.99,5.27,13.59,5.82,9.64,5.55,3.04,13.41,9.59,9.29,6.54
-37.82549,144.98161,2019,8,17,81.2,5.36,13.92,5.2,8.39,2.15,1.58,7.92,4.67,4.28,2.72
-37.82549,144.98161,2019,8,18,75.68,4.62,14.91,4.95,8.64,8.35,5.1,13.42,10.17,10.82,7.91
-37.82549,144.98161,2019,8,19,82.32,4.1,10.49,4.39,6.9,8.25,5,10.44,8.07,9.01,6.34
-37.82549,144.98161,2019,8,20,84.01,7.2,13.52,5.49,9.77,8.64,5.24,11.73,8.86,10.36,7.19
-37.82549,144.98161,2019,8,21,80.68,7.92,12.61,10.07,11.1,9.95,6.69,13.88,9.78,11.58,8.28
-37.82549,144.98161,2019,8,22,75.49,4.9,12.39,4.47,8.96,3.33,2.27,13.36,9.49,8.7,6.27
-37.82549,144.98161,2019,8,23,74.06,3.41,14.39,2.79,7.71,2.6,1.86,8.91,6.44,5.71,3.87
-37.82549,144.98161,2019,8,24,70.53,4.43,16.58,3.85,9.47,8.17,5.41,12.5,9.58,10.11,7.19
-37.82549,144.98161,2019,8,25,79.9,4.25,11.63,4.36,7.48,3.4,2.28,7.35,5.34,5.3,3.75
-37.82549,144.98161,2019,8,26,80.79,4.96,13.05,4.28,8.05,1.95,1.26,5.32,3.5,3.78,2.63
-37.82549,144.98161,2019,8,27,82.27,5.69,14.33,3.92,8.54,3.35,1.97,6,4.07,4.34,2.95
-37.82549,144.98161,2019,8,28,89.39,5.62,11.32,4.27,7.27,6.08,3.53,9.39,7.31,7.39,5.02
-37.82549,144.98161,2019,8,29,78.92,3.2,11.77,3.15,6.58,4.8,2.98,6.69,5.43,5.94,4.06
-37.82549,144.98161,2019,8,30,72.78,3.28,14.6,2.43,7.82,0.18,0.07,4.37,2.78,2.04,1.41
-37.82549,144.98161,2019,8,31,67.51,3.48,16.15,2.74,9.13,4.53,2.95,9.92,7.71,7.61,4.93
-37.82549,144.98161,2019,9,1,77.98,6.65,15.9,7.22,10.29,6.57,3.51,9.87,7.38,8.02,5.3
-37.82549,144.98161,2019,9,2,79.47,7.16,16.14,6.49,10.54,0.28,0.44,7.21,4.36,5.1,3.05
-37.82549,144.98161,2019,9,3,67.99,6.49,19.36,6.43,12.15,0.25,0.16,8.9,5.14,3.52,2.24
-37.82549,144.98161,2019,9,4,77.27,7.41,17.33,5.58,11.21,0.76,0.51,7.04,5.39,3.85,2.72
-37.82549,144.98161,2019,9,5,81.81,9.35,18.03,8.3,12.36,2.73,1.8,5.47,3.92,3.83,2.46
-37.82549,144.98161,2019,9,6,85.16,7.42,12.39,7.94,9.8,2.69,1.31,12.29,8.92,7.07,5.01
-37.82549,144.98161,2019,9,7,79.81,5.09,11.49,6.3,8.36,8.24,5.2,13.35,9.83,10.6,7.69
-37.82549,144.98161,2019,9,8,84.37,6.08,13.53,5.94,8.57,5.64,3.91,11.12,8.68,8.66,6.13
